Unnamed: 0,st_id,st_name,st_genre1,st_genre2,st_genre3,st_genre4,popularity,followers,related_found,artist_group,index_community
13119,4S0q5n7ZzNzeiW0dAUnYHl,MRCH,,,,,14.0,540.0,10.0,,1
13120,3dv4Q4q3LWOnbLJnC6GgTY,Yellow Days,bedroom pop,,,,54.0,440342.0,3.0,,6
13121,0A5FokBLN8HWzKhWxB0eZk,Joori,,,,,0.0,43.0,0.0,,1
13122,4gvkdged3Xw3ImXFm3jiay,Juliander,swedish pop,,,,53.0,11167.0,11.0,,0
13123,1lzugG0lqNh9nP6Fp2zG3c,Global Dan,emo rap,melodic rap,sad rap,vapor trap,50.0,144193.0,7.0,,2
13124,5lZV4z4dpX6IfTYlfUMvOE,BM,,,,,39.0,37772.0,12.0,,1
13125,3z7yKqJJRHP9hoCvCuFO4X,JD,,,,,18.0,94.0,13.0,,6
13126,7cothdI1W9TGQXdnzyqXmH,Mike Smiff,miami hip hop,,,,32.0,16896.0,8.0,,2
13127,3SfrwwVPGtjYTI3vwQ4hEU,Thunder,album rock,glam metal,hard rock,modern hard rock,43.0,101140.0,6.0,,0
13128,3rWZHrfrsPBxVy692yAIxF,WILLOW,afrofuturism,pop,post-teen pop,,76.0,2236437.0,12.0,,2
13129,6d0ZjIp5L7Ygy2l02HskRX,Dylan Matthew,,,,,65.0,83012.0,11.0,,0
13130,3GFO1X5LAHduvR314sXnqI,Sam Rui,chill r&b,singaporean pop,,,31.0,15797.0,6.0,,21
13131,2cK7VkFt8I3C9hUfexNCIX,Natania,indian edm,,,,31.0,2322.0,6.0,,38
13132,7yx47vjNgvQXPtHis6Hi91,Wongo,australian house,bass house,fidget house,,37.0,8635.0,2.0,,0
13133,1TY8JzETLheB4vm5QblKsF,Daniele Luppi,,,,,47.0,13305.0,1.0,,7
13134,3Fe3yv5ZGCwcaMnlBltuT2,Unge Ferrari,norwegian indie,norwegian pop,norwegian pop rap,scandinavian r&b,49.0,52128.0,8.0,,0
13135,6zlR5ttMfMNmwf2lecU9Cc,Sam Fender,modern rock,north east england indie,,,70.0,634043.0,7.0,,7
13136,1eMmoIprPDWeFdB1FxU6ZV,Au/Ra,alt z,deep pop edm,electropop,indie poptimism,67.0,448075.0,14.0,,0
13137,240wlM8vDrf6S4zCyzGj2W,CamelPhat,deep tech house,edm,house,progressive house,65.0,308788.0,7.0,,0
13138,0tmG4q8xPVP7NJV481rXi3,STAL,,,,,24.0,2026.0,1.0,,7
13139,22tB2wbnB3pexB04xtncrG,Mimoza,,,,,45.0,4699.0,6.0,,0
13140,4PCeJ2EIn3YtzYYRsHHWyy,GRM Daily,grime,uk hip hop,,,61.0,782677.0,13.0,,30
13141,7hayBHpyq0PvgOt9l96hpp,Wild Culture,,,,,41.0,8924.0,1.0,,0
13142,6eVWXmKBW7Iltub01D9R1c,Valerie Broussard,alt z,modern alternative pop,,,57.0,57837.0,8.0,,0
13143,39XT9gMoNmMCOlvTTR273m,K-Trap,uk drill,uk hip hop,,,60.0,145974.0,5.0,,30
13144,6Q3Tl70QuwM7eQ9f0W0iAq,Yellow Bee,,,,,2.0,1424.0,11.0,,1
13145,0qQI2kmsvSe2ex9k94T5vu,JAEHYUN,,,,,58.0,348513.0,18.0,,1
13146,59W7vyEBvLFnrimGrfEUiD,Stephanie Rainey,irish singer-songwriter,,,,30.0,5164.0,2.0,,7
13147,1UiHzhfvDyILfUKDmKSdhx,NorthKid,norwegian pop,,,,36.0,5536.0,3.0,,0
13148,7N2TdWvsslq0dX353yNlop,DJ Kutt Throat,,,,,16.0,1683.0,10.0,,2
13149,0Z8XVUAOBPM4x12wKnFHEQ,Parker McCollum,contemporary country,texas country,,,67.0,239811.0,3.0,,19
13150,4fTWIwXX49PpfrhxBHfkkw,Minke,uk pop,,,,44.0,11032.0,6.0,,0
13151,1ctkPiRW4pNvaQf7zjQr8b,Maxsta,grime,uk alternative hip hop,,,32.0,19884.0,7.0,,30
13152,2LbKmGXwOFCFl4KJRAfMSr,Young Culture,anthem emo,pop punk,,,31.0,9397.0,1.0,,14
13153,5n0JARvQg5xHAY5qst1Bjk,New Gen,uk alternative hip hop,uk hip hop,,,29.0,18135.0,5.0,,30
13154,6CIxoER4KddNrnocyShRhS,Hey Men,,,,,15.0,767.0,3.0,,1
13155,4W0Vom1cl6o3UCq8tTfRHV,Nightfall,greek metal,,,,14.0,4582.0,1.0,,14
13156,3tJf4CNWLW1ubPxCte1g5D,nokdu,korean city pop,korean r&b,,,30.0,6296.0,12.0,,1
13157,2nsCjA4fEasmnlOK0wXU7T,NIVIRO,gaming edm,,,,51.0,68016.0,16.0,,0
13158,15edqA39JeSpGB7skxqcNz,Sophia Fredskild,,,,,38.0,994.0,2.0,,74
13159,0OK6Xs5X1kHs07y68n65CQ,CIFIKA,k-indie,korean electropop,,,29.0,23736.0,10.0,,1
13160,7yOWqfe8iP613Ne5SV9XPP,Wahlstedt,edm,electro house,pop dance,pop edm,49.0,56721.0,16.0,,0
13161,4GFUNWkk5qc8vHSb7ZDle2,AMAANDA,swedish tropical house,,,,20.0,377.0,5.0,,0
13162,04O00MEN0lHEKWTwRjb1nS,THRDL!FE,uk dance,,,,48.0,3575.0,6.0,,0
13163,5CPsScBTPYY11Lv4Eb7k4t,Dotter,eurovision,swedish pop,,,42.0,38445.0,5.0,,13
13164,52H65pWOSERcDK6uVFRwN8,Benjamin Bratt,,,,,44.0,1184.0,1.0,,18
13165,0Bd1VLl8A4yk5vo2XfVnCd,CherryB,,,,,27.0,2679.0,16.0,,1
13166,24nUVBIlCGi4twz4nYxJum,fromis_9,k-pop,k-pop girl group,,,59.0,822292.0,17.0,,1
13167,54yQw1nXF53pvMLL0MpTxs,KODI GREEN,,,,,22.0,896.0,14.0,,1
13168,59RNNqeEfkq3X5pfOQxZ3C,Hovvdy,austindie,bubblegrunge,dreamo,indie pop,45.0,43584.0,1.0,,7
13169,3cLq9K18iydbnmp1yBB2eg,Brando,,,,,35.0,7689.0,0.0,,0
13170,195hFqaTDENqLCcG8uGtM7,Freedom Fry,folk-pop,shimmer pop,stomp and holler,,49.0,45496.0,6.0,,7
13171,2uiSC8ZGZQKx4DKa1oc4io,Nene,,,,,20.0,115.0,1.0,,30
13172,2WWCSXKQuDEJtQjMlA0fsg,Tùng Maru,,,,,20.0,791.0,0.0,Pop miền Tây,3
13173,70ZE1v0UgSiInAfo8Xqjhj,from all to human,,,,,19.0,1741.0,7.0,,1
13174,5J1JcdYCPj44YKz6kVA5wx,Maliibu Miitch,alternative r&b,escape room,hip pop,trap queen,57.0,128786.0,8.0,,2
13175,0XfQBWgzisaS9ltDV9bXAS,Honey Dijon,deep house,vocal house,,,46.0,85475.0,4.0,,28
13176,6W7XIO8Ua1RIisnSf0QIoI,Steve Howe,art rock,jazz fusion,neo-progressive,progressive rock,29.0,60965.0,4.0,,4
13177,0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,colombian pop,latin pop,reggaeton,reggaeton colombiano,84.0,10355753.0,17.0,,11
13178,1o9x7ez0NvhDb7gBqrYnUj,B-Case,pop edm,,,,54.0,3224.0,2.0,,0
13179,0zOdQ0bnEjsmwgnR3fqwYz,Deverano,,,,,32.0,4749.0,1.0,,0
13180,2oNStf3CKKLM5lnzELWMcH,Taichi Mukai,japanese r&b,,,,43.0,126729.0,5.0,,12
13181,1lYYRrbkiTgays8rU5qcgO,Thu Hồng Bolero,,,,,0.0,1.0,0.0,,10
13182,0CmvFWTX9zmMNCUi6fHtAx,THE BOYZ,k-pop,k-pop boy group,,,62.0,2107640.0,19.0,,1
13183,2L1OlSCC1LV9qmcMqRUmuh,Nguyễn Bảo Linh,,,,,0.0,1.0,0.0,Pop sến loại 2,3
13184,303SwmjLibkh8OJH5xxZOM,Glowie,icelandic pop,uk pop,,,32.0,9327.0,4.0,,18
13185,1QfEfvB62EEl4upf2ANKkR,Pip Millett,alternative r&b,indie r&b,indie soul,uk contemporary r&b,55.0,175665.0,9.0,,2
13186,1KX1zsRSZYe4HckP7xJrNc,DJ H.ONE,,,,,16.0,36204.0,9.0,,1
13187,1yFie7615gesdLbvVVpYU5,Zoe Nash,la pop,,,,39.0,1928.0,2.0,,20
13188,6Sa4YbwEdGlfVSJMF1Lp67,Roy Blair,bedroom pop,indie pop,,,44.0,230029.0,6.0,,2
13189,2UgcYJV1Wi27ErgEaQrYoA,Mint,,,,,4.0,196.0,1.0,,3
13190,5lAfakPZgxFKgiJD6xAF1G,Orange,v-pop,,,,53.0,199758.0,19.0,V-pop Mainstream,3
13191,7mdh9mziYyoyx5akHNGFte,Autumn,minimal wave,,,,21.0,2435.0,2.0,,9
13192,3ikRKNb4fMOqVQxdXPOyEE,Zero9,,,,,5.0,1537.0,1.0,Pop miền Tây,3
13193,55PFCVxZdhFTclW84nNMIJ,Seer,austropop,,,,37.0,24774.0,6.0,,20
13194,4Ge8xMJNwt6EEXOzVXju9a,Caroline Polachek,alternative r&b,art pop,electropop,escape room,59.0,232622.0,7.0,,7
13195,21AUdblPrTRzkvJn8FGrlk,Nitti Gritti,dubstep,edm,electro house,electronic trap,54.0,73391.0,11.0,,0
13196,4bMNzAopkqYTwkBLwMKsF1,Childish Major,trap soul,underground hip hop,,,48.0,103514.0,11.0,,2
13197,2PZZXkVyUo7SV4wfKwa8FW,Hero The Band,,,,,31.0,10124.0,2.0,,7
13198,0wATZebE9ZNj7fTjTdwiJB,Kewtiie,vietnamese hip hop,,,,37.0,2689.0,16.0,,3
13199,6mD6SQbvl9pILx7SAHBzbq,K-ICM,v-pop,,,,34.0,100342.0,15.0,V-pop Mainstream,3
13200,5EYpMzBO6tWogMxFanVfOS,Bảo My,,,,,0.0,1.0,0.0,,3
13201,4jvgoG685KIVaPYwqVF60B,Razor,canadian metal,death metal,metal,old school thrash,34.0,58553.0,3.0,,4
13202,2GaynEwi8XdZuZ372KKsgc,Creek Boyz,baltimore hip hop,,,,34.0,12055.0,13.0,,2
13203,6q2peHL8h2vUGvWNbsIjii,Payroll Giovanni,detroit trap,,,,48.0,64910.0,9.0,,15
13204,3JPhyZ3dKMQaM7ttTKdzu2,Dandee,,,,,22.0,1043.0,3.0,,51
13205,5wpmk1tTgAelZjXFz92Mwv,Konsole,k-rap,,,,6.0,302.0,2.0,,1
13206,6d522GmctNZmsj7uWfRd1q,BOiTELLO,k-rap,,,,20.0,8639.0,16.0,,1
13207,3sUfW4F7rm97WP0TLSkmZa,KynBB,,,,,0.0,1.0,0.0,Pop sôi động Flop,3
13208,0fyaEHmSmZs2YWMgbruITA,Masiwei,chinese hip hop,,,,44.0,41177.0,3.0,,21
13209,484iMOSUagn2RPaer9vl9e,Reece Low,melbourne bounce,,,,35.0,16281.0,4.0,,0
13210,4oYZcPoj3q3DneXomtQBzg,Merkules,bc underground hip hop,canadian hip hop,pop rap,,59.0,472146.0,7.0,,2
13211,32IXja3Y6CPvnAtTHD2bWg,BLVK JVCK,,,,,45.0,17452.0,4.0,,22
13212,4tHubwMEOGcehlOKoYZwtd,Sone Phyo,,,,,5.0,94.0,4.0,,48
13213,2Iclm7DbDF08gVIAs5Rbsk,Superbrothers,v-pop,,,,27.0,5105.0,16.0,,3
13214,6M25WWmNO7wK1DnKmd3z6R,CXLOE,alt z,australian alternative pop,australian electropop,australian pop,42.0,46078.0,7.0,,0
13215,7y5E5llLKviR9WIXK5lrag,DOKO,,,,,30.0,2616.0,14.0,,1
13216,38CvLGTsjtoloDgv3OKQp8,Robinson,alt z,australian pop,nz pop,uk pop,49.0,96945.0,12.0,,0
13217,7zgBhRN6gaF7NUMEhpNpdV,Shaun,,,,,4.0,166.0,0.0,,1
13218,5gWzmnHTLNXz5CjOc0wAuK,Romy Dya,dutch pop,,,,51.0,3669.0,2.0,,0
13219,0TdAVW3jEqvj992p0ca4tI,MeetSims,,,,,29.0,659.0,2.0,,2
13220,3VXwGdv0OXpHOg5rXtgso1,Stephen Oaks,,,,,44.0,1009.0,5.0,,11
13221,2cQr2KbzdRtIFlfbHGnNsL,Ziv Zaifman,show tunes,,,,56.0,10389.0,6.0,,18
13222,6Y20PijIkUoCtuvtkz37dO,Austyn Johnson,show tunes,,,,44.0,5509.0,10.0,,18
13223,63nv0hWWDob56Rk8GlNpN8,The Greatest Showman Ensemble,movie tunes,,,,64.0,304062.0,11.0,,18
13224,2Rimf9z3oYDBeszSXFACRR,Daniel Everidge,show tunes,,,,49.0,524.0,4.0,,18
13225,0gCGZZ1Ibo5QsOnll977PD,KILLY,canadian hip hop,canadian trap,melodic rap,toronto rap,53.0,492764.0,1.0,,2
13226,26HvjJ7ni9UWX4p7QhrXV6,Eddy Baker,dark trap,underground hip hop,,,51.0,30438.0,8.0,,2
13227,6blWAoncmeneII62o38gdj,Padé,,,,,39.0,3887.0,3.0,,0
13228,0ZG3U0kfmAxNJF717Jbz7C,VRT,,,,,30.0,127.0,0.0,Pop miền Tây,3
13229,7LdZwtnhfB1GoC9SE9tvyb,KIM JAE HWAN,k-pop,korean pop,,,44.0,147895.0,19.0,,1
13230,5CVx8gIHxBaYMuQVXr8ogM,Brian the Sun,j-poprock,,,,41.0,49181.0,10.0,,12
13231,3cMInYqk6yzf37zo8iznoz,DNMO,uk dance,,,,54.0,37533.0,8.0,,0
13232,1fILrc9B34DjHxSMkJmyBN,Bossfight,chiptune,electro house,gaming edm,speedrun,47.0,69715.0,10.0,,22
13233,6UiKZD9yB7Gxjol62s431k,Seachains,vietnamese hip hop,,,,41.0,22228.0,15.0,,3
13234,4F4rHRjTw15zhEFKvnLs7q,Osshun Gum,k-rap,,,,32.0,10349.0,13.0,,1
13235,2F8rktKZTTgeDkaPK3WjXS,P.M Band,,,,,9.0,91.0,11.0,Pop sến loại 2,3
13236,3v2NAsnsViisa2k0CNolXW,Rynx,,,,,44.0,135889.0,11.0,,22
13237,3LU5ho1MrktZxpRBGYPISK,Miranda Glory,,,,,38.0,4001.0,4.0,,0
13238,2IMZYfNi21MGqxopj9fWx8,Rels B,r&b en espanol,spanish hip hop,trap latino,urbano espanol,81.0,4067044.0,5.0,,11
13239,7w4WTXFJlYzm8Zv90ilzfu,Briggs,australian hip hop,australian indigenous,australian indigenous hip hop,australian underground hip hop,34.0,27784.0,1.0,,66
13240,6hyHuSf5Ft5jkSCmTg1RNn,Sunday Moon,chill r&b,k-indie,,,36.0,29956.0,13.0,,1
13241,3w9Gdc9ZEAc8cNvbUzBmzL,Triệu Tuấn Linh,,,,,3.0,22.0,18.0,Pop sến loại 2,3
13242,0AsThoR4KZSVktALiNcQwW,Chloe x Halle,alternative r&b,dance pop,pop,post-teen pop,60.0,1865673.0,13.0,,2
13243,3Xp1JXfPEMGmwqUockiESD,Don Benjamin,slow game,,,,15.0,6524.0,4.0,,15
13244,7rXMvXRnWHaSwnVvPeUUfw,Gloria Groove,funk carioca,pop lgbtq+ brasileira,,,69.0,2198784.0,5.0,,26
13245,1ggs2HhQdYzNgbjcd7Ileg,Quốc Kiệt,,,,,0.0,1.0,0.0,,10
13246,6kMOv3AMV284dThB2c6WQT,Goldie The Gasman,,,,,12.0,9598.0,5.0,,2
13247,0RESbWvOMyua0yuyVrztJ5,Key Glock,hip hop,memphis hip hop,rap,southern hip hop,74.0,1322168.0,16.0,,2
13248,4CxaWKLsnDdSkSaOtL3zC0,SJ,uk drill,,,,48.0,47690.0,1.0,,2
13249,0BwuE4uwhneqJyf2i3evtr,Nhật Phong,vinahouse,,,,29.0,23702.0,14.0,Pop sến loại 1,3
13250,3ADyFy1orEwODaiHmRRMQp,Puri,basshall,,,,56.0,22598.0,7.0,,33
13251,3aAX2y0amckZ7WcWoz2f2o,Jhorrmountain,dutch hip hop,,,,57.0,5148.0,7.0,,33
13252,0xoQth0DUaauLf3A5sNveW,Mark Stoermer,,,,,14.0,3159.0,1.0,,7
13253,4LytiS9Tkt80w3CrkEryCP,Hoàng Ngọc Sơn,,,,,0.0,9.0,0.0,,10
13254,5A07AzPnn4Zsp38BLhriDB,Trường Tam,,,,,0.0,0.0,0.0,,10
13255,2bUUwnuZ9pezPvPzGwanok,Rob Markman,,,,,15.0,12750.0,10.0,,2
13256,2HUwZ0kumzCSlhFcjFZfpp,Flipp Dinero,melodic rap,pop rap,rap,trap,61.0,1123279.0,13.0,,2
13257,1bZDq4po4dMIpN74Zendm0,Janieck,dutch pop,,,,59.0,24536.0,17.0,,0
13258,5CMMmj1q5FIjgxvBUbXDEZ,Le Hai,,,,,0.0,0.0,0.0,,3
13259,2brorFBAqQwEtpZuUwsKfI,Thanh Tai,,,,,0.0,124.0,0.0,,10
13260,4pBZPaKdm0u7Joe6oAea6V,The Bellas,hollywood,movie tunes,,,53.0,108440.0,16.0,,18
13261,1eYct6X2DkKmJl8XoMJ4yt,Double J,,,,,23.0,5238.0,3.0,,48
13262,0vZ1OdTf7bFwf6ptvksvtX,Evermoist,,,,,41.0,3775.0,12.0,,18
13263,1LPxNXrOt487OOQfO6aJtJ,Saddle Up,,,,,40.0,2432.0,13.0,,18
13264,5gZhQ7HEtlkPQiWyE44tCA,Young Sparrow And DJ Dragon Nutz,,,,,39.0,907.0,16.0,,18
13265,4cmSUhjO83qNmK2AvxKQ41,Kim Viera,nyc pop,,,,28.0,3947.0,4.0,,11
13266,0m6mgQ6oL0vNUXCuwjOmxY,Siks,future house,pop edm,,,40.0,6245.0,7.0,,0
13267,0JOxt5QOwq0czoJxvSc5hS,GASHI,pop rap,trap soul,,,59.0,223536.0,9.0,,2
13268,5nnmjpedVxTOH8KwpDdSZ2,Bandhunta Izzy,baltimore hip hop,,,,32.0,33980.0,4.0,,2
13269,1j6Xsh5L64ZW29gJ7CIhsP,Pure 100%,kawaii future bass,,,,29.0,14198.0,2.0,,0
13270,4tCRRxANqaE3qGSGLz0y3Q,Medii,pop edm,,,,31.0,8109.0,7.0,,0
13271,1neQgeyH87u1WiArgIv0nI,KIM KI TAE,,,,,24.0,756.0,8.0,,1
13272,7JNoh83CT1TvMyiYyTLVAO,Soho,,,,,23.0,2682.0,7.0,,3
13273,13A9x5VINTOaVnYxK4rbNQ,Clau,funk carioca,pop nacional,pop rap brasileiro,,53.0,286769.0,1.0,,26
13274,64A4Dn0L0xf7GTreuOgJ1F,Kisnue,k-indie,korean city pop,,,30.0,6162.0,11.0,,1
13275,7dtX3ykcuyVmts2HQnWgSP,Kompany,dubstep,electro house,electronic trap,gaming dubstep,44.0,62011.0,8.0,,22
13276,2uUxgxZDz1IQEgr2xCpYQS,Tascione,,,,,11.0,6670.0,4.0,,22
13277,14D0I0RYqvIorkPL2EWoQh,MC WM,funk carioca,,,,56.0,3291998.0,3.0,,26
13278,4mb1xtQVGSK5dh8AbtwBiR,MC Lan,funk carioca,funk mtg,,,55.0,2203617.0,2.0,,26
13279,6crCwJE1aMloC3pfPB2C0O,Young Lito,nyc rap,,,,44.0,1792.0,10.0,,2
13280,2IDLDx25HU1nQMKde4n61a,Rich Brian,indonesian hip hop,,,,70.0,2066432.0,16.0,,2
13281,3cHya45cxGzLYIPg2LRCCR,Champion,bass house,,,,35.0,8648.0,3.0,,30
13282,5zyitZeEIPtjdPG7nrDZjZ,Ma Naw,burmese pop,,,,23.0,2815.0,6.0,,48
13283,2mUHSNKULTnCARVrawP5fh,Endego,,,,,7.0,590.0,1.0,,16
13284,6uyLCord0N32Daz7jMGTit,Dương Vỹ Phúc,,,,,0.0,0.0,0.0,,3
13285,2ZVdo8etwm2dq9imtUaRsh,Khoi Nguyen,,,,,0.0,23.0,15.0,,10
13286,2pRZp2WxvnWWiSPcSSYkNV,george,korean city pop,,,,51.0,69855.0,17.0,,1
13287,6PcCgi0ladfogWN4ZEAwn1,illion,j-rock,japanese alternative rock,,,32.0,41265.0,7.0,,12
13288,3GXxRsiCLmZvM5oSeHbNdO,Lim Jae Hyun,korean pop,,,,34.0,18529.0,14.0,,1
13289,2dEOoOrTatA3xFTrCCpAyL,Sophia Everest,burmese pop,,,,7.0,725.0,6.0,,48
13290,2u6jNcpusijFS6ZzuWRwMv,Moss Kena,uk contemporary r&b,,,,58.0,12574.0,6.0,,2
13291,1BEUkE2CSUgHTLSBMZdnFB,Mae Muller,uk contemporary r&b,uk pop,,,67.0,109037.0,12.0,,0
13292,1Pag7p4HbSdZIDzgNLsk39,Fanny,,,,,29.0,21629.0,3.0,,4
13293,6L1XC7NrmgWRlwAeLJvVtA,Sam Fischer,australian pop,dance pop,neo mellow,pop,66.0,190121.0,14.0,,0
13294,3MiZXemEKfEoZl2b0RyXy5,Pegah,,,,,5.0,264.0,1.0,,57
13295,1TMa2M8BSbJP1rqX83wALz,Steerner,deep pop edm,gaming edm,pop edm,progressive electro house,43.0,26200.0,13.0,,0
13296,5pkA4dtCXRdZDoTpp1ezH6,Dash Flash,,,,,2.0,652.0,0.0,,2
13297,07bqYPku5WuH4NDSykbTkh,Huynh Truong Thinh,,,,,1.0,11.0,12.0,,10
13298,3exvMmrLV6o4R42YnG3Id6,Egzod,bass trap,traprun,,,62.0,63875.0,15.0,,0
13299,5UyRaawCsdiVrro0WWgIVB,Rak-Su,uk pop,,,,45.0,192551.0,18.0,,6
13300,0ijMivCSLUlNYGIhqFXIEZ,Alina Renae,,,,,42.0,2337.0,9.0,,0
13301,3nIzSJRQzH8v2DFs7iaXDi,The Spencer Lee Band,modern funk,,,,38.0,11026.0,7.0,,7
13302,3VLf4DlBTN2ZRwygS3TNti,The Academic,irish indie,modern alternative rock,modern rock,,55.0,132418.0,3.0,,7
13303,2lRH2dgU5Kk4Bc5phmII4T,LANCO,contemporary country,country,country pop,country road,54.0,372246.0,8.0,,19
13304,1syVE7WNhBm2aXgvZ4HaLZ,LIVVIA,,,,,30.0,10582.0,8.0,,0
13305,79MPiyuVf2X4if42kVrCXq,Krakn,gaming edm,,,,18.0,1260.0,16.0,,0
13306,01nUdqwuIHCHLZNP2TvYVF,Boy Wonder CF,reggaeton,reggaeton flow,,,57.0,17054.0,1.0,,10
13307,3YHFRVdfHlJ98iAc50PIYk,Benny,latin alternative,latin pop,rock en espanol,,58.0,260170.0,4.0,,11
13308,0ZhtrY2Lt1s9klwm03lu8i,Starcrawler,,,,,42.0,65951.0,1.0,,7
13309,3STTTVXLzXEwhSzWy8xsvC,Nansu Yati Soe,,,,,2.0,74.0,8.0,,48
13310,18UrIT17pqz5fG7J85iwSh,LUNA AURA,alt z,indie electropop,indie poptimism,modern alternative rock,42.0,21669.0,1.0,,0
13311,2JyMaoNqyKyWNcASw5b5X8,Jammy,,,,,26.0,1559.0,4.0,,15
13312,00CYRdkMnA0mwfy1VQPA7X,ellis,electro house,gaming edm,pop edm,,48.0,29862.0,19.0,,22
13313,2jPZMiD3iOuqGD9VLVapNv,Tommy,german hip hop,german underground rap,,,45.0,15364.0,3.0,,20
13314,2sf28o6euxEDpYkG9dMtuM,Cartoon,gaming edm,,,,61.0,181182.0,17.0,,0
13315,2AZgVjkPB4a4ULepFyPPgZ,Vincent Blue,,,,,47.0,41580.0,18.0,,1
13316,4Db1gte7TUAeZyRdo4FLE7,dori,,,,,43.0,6576.0,10.0,,1
13317,1FxSTg1ciMzKpx4aiiZjvC,Prezi,cali rap,west coast trap,,,40.0,25928.0,11.0,,15
13318,54kCbQZaZWHnwwj9VP2hn4,Zola,french hip hop,pop urbaine,rap francais,,64.0,1184563.0,5.0,,17
13319,0QTEYauMG3DrAVPXCYMseu,Mala,classic dubstep,deep dubstep,uk bass,,33.0,47196.0,3.0,,9
13320,64N3o9z76C2APyfgQV2HMp,Half an Orange,electro house,,,,46.0,31065.0,18.0,,22
13321,3nViOFa3kZW8OMSNOzwr98,Queen Naija,pop r&b,r&b,rap,urban contemporary,63.0,2459509.0,15.0,,2
13322,0Fb9qTWnjsB90xH3zWr4oa,Kareen Lomax,,,,,58.0,9170.0,8.0,,0
13323,09wTGqEMf2kv5nuP3jmV3J,JUA,,,,,0.0,129.0,1.0,,6
13324,4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,memphis hip hop,rap,southern hip hop,tennessee hip hop,61.0,1381309.0,10.0,,2
13325,3TmVOBZL0RYrAAF3f2QSGq,Kossisko,cali rap,,,,44.0,8701.0,13.0,,2
13326,5MQIo1YqabUyOjWBzRqPSA,Daz,,,,,32.0,2776.0,12.0,,15
13327,6tCJN1fQNdFCEaOa8Da9Wf,JADED,deep groove house,house,uk dance,,53.0,24353.0,3.0,,0
13328,3LnKjRAWZqaSyJnHqc05Rq,Lisa Cimorelli,,,,,41.0,28174.0,3.0,,6
13329,3StB6ddX8vfwCGVD9HlNUw,Take A Daytrip,,,,,44.0,15182.0,4.0,,2
13330,3ggXjUaLzPuY775WFABpXe,Baby Ariel,social media pop,,,,55.0,335927.0,5.0,,0
13331,2qDIR2WlcW3llkGqJWg9VJ,Lolo Zouaï,pop,,,,54.0,189326.0,7.0,,2
13332,46e3baMTsmabXSJD2LjVeo,D2ear,,,,,26.0,3065.0,17.0,,1
13333,0GeeIVcvGA8GSlWsoY1dkG,Vory,kentucky hip hop,pop rap,trap,trap soul,59.0,101942.0,7.0,,2
13334,2RoBY2zVbB44M2ECL0zknV,TEK,nyc rap,,,,32.0,2326.0,4.0,,2
13335,03pGcGiCNzt8NNcmxrIYSG,Ncredible Gang,,,,,34.0,4733.0,3.0,,15
13336,5cGyeP8xbP5ENwYBCUFK19,Cristiano Malgioglio,,,,,33.0,11294.0,3.0,,23
13337,0ypTT9UqAU5sZpPo5JZmjR,WILDES,british singer-songwriter,,,,35.0,22268.0,8.0,,0
13338,08DhNYXQjr5i8ZL041APOI,Axollo,dutch edm,gaming edm,,,32.0,4947.0,11.0,,0
13339,3l1C23aRp4lfkBK3lLAp2m,Toddla T,ninja,uk dancehall,,,45.0,17689.0,11.0,,30
13340,7uGeDBa1LJ7T1X4fpl8mwk,Bad Computer,complextro,edm,electro house,gaming edm,46.0,31217.0,18.0,,22
13341,0q5832aVcQp3jtKa2lTEwY,Project Nightfall,gaming edm,,,,23.0,2377.0,18.0,,0
13342,1qs72LBhNBAQGwxFAnlo0x,Abandoned,gaming edm,melodic dubstep,pop edm,,40.0,5970.0,12.0,,0
13343,7nHTb3piYff2fxjSeg1fXl,LuxLyfe,pop edm,,,,13.0,784.0,1.0,,0
13344,4pORMflJEUW1OYfNgiMLH5,LilCJ Kasino,dfw rap,vapor trap,,,40.0,67179.0,3.0,,2
13345,2XfxJqzWxfNSBNIdmVeNLI,HEX,nottingham hip hop,uk contemporary r&b,,,31.0,9406.0,9.0,,30
13346,1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,electropop,pop,pop rap,,66.0,465575.0,10.0,,0
13347,4k5j2KkfsE7yGO46C0Hm1G,Emilia Ali,,,,,44.0,9061.0,4.0,,0
13348,1X6dfPmF8f5C5EW3WIGfvm,SJUR,deep tropical house,scandipop,tropical house,,41.0,29935.0,11.0,,0
13349,1YyIIzRWYsa0kIJpqoSTRZ,Nina June,dutch pop,dutch singer-songwriter,,,42.0,28266.0,3.0,,33
13350,4iJdqHLAdAbYvCrB5hDnHM,Benny Bernstein,atmosphere,background music,focus,,37.0,3443.0,1.0,,8
13351,5Q9RKJrjHdfpWVxzv45XTJ,Mamonas Assassinas,brazilian rock,rock nacional brasileiro,,,55.0,1100486.0,3.0,,26
13352,0l5oXjUIIGsSoADoEPjFsA,The Uniøn,,,,,29.0,1397.0,12.0,,0
13353,7DuMrjdqPSIiF85TF8hoiV,Chris Burke,,,,,37.0,3797.0,1.0,,0
13354,4QQ7oTTczMTot51xhy1giT,Jinka,romanian indie,,,,10.0,1439.0,3.0,,20
13355,0L57c1GtgWcYzJ7fvgBIBE,Giiants,,,,,31.0,1230.0,5.0,,0
13356,12A83CWwFiyXy90ScLWPIe,LIZOT,big room,edm,german dance,pop dance,65.0,59938.0,9.0,,0
