Unnamed: 0,st_id,st_name,st_genre1,st_genre2,st_genre3,st_genre4,popularity,followers,related_found,artist_group,index_community
2541,1YtbaDXlnc2YMDeOqO4lmq,C.C. Catch,dutch pop,eurodance,europop,italian disco,49.0,230604.0,13.0,,4
2542,48uEYYxUd8YaG5g6eSYhH7,France Joli,,,,,5.0,113.0,11.0,,4
2543,7c5wlQVkajxJG0X13D0Fpc,Patrick Juvet,chanson,classic french pop,vintage french electronic,,36.0,10136.0,7.0,,17
2544,7d7q5Y1p2QWS4QRAhTQR5E,Anne Murray,adult standards,canadian country,canadian pop,folk rock,58.0,572574.0,14.0,,4
2545,1IvJtmPLbzpxDxfrw4rMFa,Samantha Sang,,,,,42.0,22209.0,9.0,,4
2546,318uZJvyFSaPjaiYGsvjjm,Middle Of The Road,bubblegum pop,classic uk pop,nederpop,,44.0,73716.0,9.0,,4
2547,78NDaMzmcDKjt7mkXs7AuG,Benny Golson,bebop,big band,contemporary post-bop,hard bop,44.0,28300.0,8.0,,5
2548,2MISUlPFrBMRlIcazbEOUI,Michael Ball,hollywood,operatic pop,show tunes,,44.0,45804.0,6.0,,8
2549,3VhvGNnWfzmlEyiuhzdgf5,Lowell Fulson,acoustic blues,blues,boogie-woogie,electric blues,38.0,21908.0,2.0,,4
2550,4EYVgfZJ8wKXWmIvCx3gOY,Ruth Brown,jazz blues,jump blues,rhythm and blues,rock-and-roll,43.0,36767.0,14.0,,5
2551,01n1Lj2lmdteXD8qFPqhsL,2NB,korean pop,,,,28.0,2567.0,15.0,,1
2552,2lFHVcUeJ9Gq6AZiU3ZAOa,3LW,contemporary r&b,dance pop,girl group,hip pop,45.0,541092.0,11.0,,6
2553,1Oa0bMld0A3u5OTYfMzp5h,Nate Dogg,g funk,gangster rap,hip hop,pop rap,75.0,1300744.0,12.0,,15
2554,1pgDilWYDWLoOgGjf1iHNu,Zion,latin hip hop,reggaeton,reggaeton flow,trap latino,74.0,3186243.0,5.0,,11
2555,5sUrlPAHlS9NEirDB8SEbF,Alejandro Sanz,cantautor,latin arena pop,latin pop,mexican pop,76.0,6570001.0,14.0,,11
2556,5LmYIx9kSWBJOWbP4xAxb1,Alexis Jordan,,,,,55.0,159261.0,16.0,,6
2557,0id62QV2SZZfvBn9xpmuCl,Aloe Blacc,pop soul,r&b,,,66.0,682591.0,16.0,,0
2558,5RZjpmuD14JKXvB8Ry1G1u,Amanda Seyfried,hollywood,pop,,,66.0,85805.0,7.0,,18
2559,4d3yvTptO48nOYTPBcPFZC,Eve,dance pop,gangster rap,hip hop,hip pop,67.0,1126219.0,17.0,,6
2560,3k2zB1U85axdLwsdL8JhPm,Ana Johnsson,,,,,26.0,8451.0,6.0,,6
2561,51qUDJb5AtQX6jIL4VJx6M,Angelique Kidjo,afropop,beninese pop,mande pop,world,48.0,102363.0,4.0,,8
2562,3gX7V7VCwOBz90t62hQHMw,Axelle Red,belgian indie,belgian pop,chanson,french pop,52.0,28461.0,14.0,,17
2563,62hw7dvIiIXhpFHYw88Yr6,Nam Du,,,,,0.0,17.0,0.0,Pop sến loại 2,3
2565,42hAALNK37w5Zx8dnGGLZ6,Chris Spheeris,new age,rumba,,,39.0,22335.0,6.0,,8
2566,1ZDxU3VsKDd2sUx2gr8kCj,Tùng Anh,,,,,10.0,161.0,14.0,,10
2567,0WjcdSKSTiNtfM4uQDIPDm,Artists for Haiti,musical advocacy,,,,32.0,3454.0,13.0,,6
2568,1wgY8huggK60P5nvYrwcYT,Asher Roth,alternative hip hop,indie pop rap,pop rap,rap,50.0,247235.0,12.0,,2
2569,5wTdspmxzb8V4ZjvDodpBo,A Touch Of Class,bubblegum dance,eurodance,europop,,61.0,23316.0,12.0,,0
2570,61YE3whKiuRr83j1yOm5M7,Augustana,acoustic pop,neo mellow,piano rock,pop rock,48.0,207553.0,9.0,,6
2571,5CHcX5KtuSz5uo1p5fM3sz,Authority Zero,arizona punk,melodic hardcore,punk,ska punk,45.0,91707.0,6.0,,14
2572,5wYga8lT3TNapDC8ciqarN,Daisy×Daisy,,,,,34.0,8295.0,10.0,,12
2573,1Xfmvd48oOhEWkscWyEbh9,Lloyd,dance pop,hip pop,pop rap,r&b,66.0,1990494.0,15.0,,2
2574,1KlUwB6uFECMC3zzvFvykx,Niia,,,,,46.0,44046.0,5.0,,2
2575,3yEnArbNHyTCwMRvD9SBy4,Wolfmother,alternative rock,australian psych,garage rock,modern alternative rock,61.0,851345.0,11.0,,7
2576,3nLYJvqbEzs5kg2TlprxIG,White Lion,album rock,glam metal,hard rock,rock,52.0,750016.0,17.0,,4
2577,4Mc3zbnQx4wRb0tYg7A8sG,supercell,anime,j-pixie,j-poprock,vocaloid,49.0,379746.0,15.0,,12
2578,5lpH0xAS4fVfLkACg9DAuM,Wham!,dance pop,disco,europop,mellow gold,66.0,2027228.0,16.0,,4
2579,4zDkgQanNydhYIqQwQK9Ct,Empyrium,gothic metal,pagan black metal,,,34.0,50759.0,6.0,,14
2580,1vCWHaC5f2uS3yhpwWbIA6,Avicii,dance pop,edm,pop,pop dance,80.0,22079702.0,19.0,,0
2581,2XnBwblw31dfGnspMIwgWz,Axwell /\ Ingrosso,dance pop,edm,electro house,pop,66.0,2394433.0,18.0,,0
2582,5ndkK3dpZLKtBklKjxNQwT,B.o.B,atl hip hop,dance pop,hip hop,pop,72.0,1999205.0,17.0,,6
2583,4LAz9VRX8Nat9kvIzgkg2v,Rivers Cuomo,alternative rock,,,,57.0,34667.0,4.0,,0
2584,4OBJLual30L7gRl5UkeRcT,T.I.,atl hip hop,dance pop,dirty south rap,gangster rap,74.0,4339554.0,17.0,,2
2585,17isEYpJlasy2wCvuTwmfL,Baby Alice,bubblegum dance,eurodance,europop,hands up,41.0,13046.0,3.0,,0
2586,12PSlydMSjEHzSCj9X5qv7,Baby Bash,chicano rap,dance pop,dirty south rap,gangster rap,62.0,804786.0,16.0,,2
2587,6xQvQwZQQuq9R3TdPNbcR8,Bassjackers,dutch house,edm,electro house,pop dance,59.0,716935.0,14.0,,0
2588,5GIcOzVFTNnzArytjmTkW8,Bizzey,dutch hip hop,dutch pop,,,62.0,368986.0,11.0,,33
2589,4L3GTE04bW5N7azA9QPhjA,Beenie Man,dancehall,jamaican dancehall,reggae fusion,soca,61.0,421838.0,11.0,,40
2590,14ZxDAK6ITtZZqPdiWrvSn,Everlast,rap rock,,,,58.0,293427.0,11.0,,2
2591,67nwj3Y5sZQLl72VNUHEYE,Wale,gangster rap,hip hop,pop rap,r&b,70.0,3791957.0,17.0,,2
2592,3jksrX4oBklxR78ft8gv3j,Plies,dirty south rap,gangster rap,hip hop,miami hip hop,63.0,1636309.0,16.0,,2
2593,5LHRHt1k9lMyONurDHEdrp,Tyga,dance pop,hip hop,pop rap,rap,80.0,6643119.0,19.0,,2
2594,2qkNvPBcmvCSHdBpteE2yq,Thomas Godoj,german pop,,,,26.0,10534.0,2.0,,20
2595,0tdFP7YYasjER1oi3YlRca,The Dream,,,,,30.0,661.0,2.0,,4
2596,0CZzh950BDSsosMF5Lft5K,Fancy,europop,hi-nrg,italian disco,new italo disco,45.0,79337.0,10.0,,4
2597,0SfsnGyD8FpIN4U4WCkBZ5,Armin van Buuren,dutch trance,edm,pop dance,progressive house,74.0,4098341.0,1.0,,0
2598,68DWke2VjdDmA75aJX5C57,Yelawolf,alabama rap,hip hop,pop rap,rap,66.0,2063238.0,11.0,,2
2599,3cNIn4o65yBImKGe9lVuRr,Bijou,french rock-and-roll,,,,21.0,858.0,2.0,,17
2600,35sCXuy5gN6Or69rZ9vqBs,Birdman,dirty south rap,gangster rap,hip hop,pop rap,63.0,1099976.0,17.0,,2
2601,7hO2KeEURLxQSFah4zIqwo,Y Thanh,,,,,0.0,158.0,5.0,,3
2602,0ZXKT0FCsLWkSLCjoBJgBX,Anathema,gothic metal,progressive doom,progressive metal,,49.0,304339.0,10.0,,14
2603,07VmOvmuBp9G0gb8BTrpn0,Mike Jones,dirty south rap,gangster rap,hip hop,pop rap,60.0,482157.0,17.0,,2
2604,0BYEp3eyHK9Wsp4t2Ad1R8,Toy-Box,bubblegum dance,eurodance,europop,,42.0,41582.0,9.0,,4
2605,50UMTib697JJ44le8DO2Va,Tony Yayo,hardcore hip hop,hip hop,queens hip hop,southern hip hop,54.0,293941.0,15.0,,2
2606,2gie1bU1LwnxdFAJoTLjzT,Loon,hip pop,,,,56.0,38810.0,7.0,,2
2607,3XPpHGchJuyH19tppiomLz,Bois,,,,,19.0,1038.0,10.0,,1
2608,5FXMcILCOMjljRTV6cLoiE,Sirenia,gothic metal,gothic symphonic metal,melodic metal,norwegian metal,43.0,192253.0,5.0,,14
2609,1TJbmc7jTpw78GKCiMpvDh,Blue October,neo mellow,pop rock,post-grunge,san marcos tx indie,57.0,402438.0,7.0,,6
2610,4aWpJudn4ljEWahx6cPEGu,Sean Garrett,pop rap,,,,36.0,37174.0,9.0,,2
2611,72rsQfzxNVLPpbzQzXVJSc,Bobby Brackins,cali rap,pop rap,slow game,west coast trap,41.0,34226.0,14.0,,15
2612,5spEJXLwD1sKUdC2bnOHPg,Bone Thugs-N-Harmony,gangster rap,hip hop,ohio hip hop,pop rap,65.0,2398351.0,15.0,,15
2613,0Chxmm4XMM87mJOHvyiUzL,Kevin Rudolf,dance pop,pop rap,,,52.0,135596.0,18.0,,6
2614,3pS9G8NCv4YH3FTtAgqeUf,CooRie,,,,,3.0,2002.0,5.0,,12
2615,3dipS6uWlgqk3r4Ddeb9Oo,Celma,,,,,9.0,341.0,3.0,,25
2616,4RKWFqTIHTNr1LtRBvGqNK,Artista Band,,,,,0.0,48.0,7.0,,3
2617,45a6gCQWq61lIUDmr1tKuO,Bun B,dirty south rap,gangster rap,hip hop,houston rap,59.0,794120.0,11.0,,2
2618,1W9qOBYRTfP7HcizWN43G1,Slick Rick,alternative hip hop,bronx hip hop,east coast hip hop,gangster rap,55.0,593424.0,7.0,,2
2619,5kUgUgo1jFoAOiaiv8OP0o,Han Seung Yeon,,,,,9.0,1668.0,11.0,,1
2620,2qSEpijpT3YSXgxcXac1ly,Chris Willis,,,,,56.0,10267.0,3.0,,27
2621,1J2VVASYAamtQ3Bt8wGgA6,Ja Rule,dance pop,east coast hip hop,gangster rap,hip hop,68.0,1492854.0,17.0,,2
2622,3IvJqVgapy3AMUBmVGrvag,Clon,classic k-pop,,,,28.0,5682.0,10.0,,1
2623,3jdODvx7rIdq0UGU7BOVR3,George Winston,new age,new age piano,,,49.0,108514.0,8.0,,8
2624,7K3zpFXBvPcvzhj7zlGJdO,Crystal Castles,alternative dance,bitpop,digital hardcore,indietronica,67.0,1267502.0,2.0,,7
2625,0jmzrAGawNlNez8iVqZbNC,The Grace,,,,,4.0,2020.0,12.0,,1
2626,7iMjWsjqbmYLobomSh4B64,Mario Vazquez,urban contemporary,,,,40.0,83284.0,8.0,,6
2627,1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,big room,dance pop,edm,pop,88.0,24733440.0,20.0,,0
2628,1uMhweBMKu7nA1IgFc0yN2,DAYBREAK,korean city pop,,,,31.0,12685.0,9.0,,1
2629,6X8WdFjrNhXATMDSs26aCc,Curren$y,alternative hip hop,dirty south rap,gangster rap,hip hop,64.0,962114.0,16.0,,2
2630,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,chicago rap,conscious hip hop,hip hop,political hip hop,66.0,1784068.0,14.0,,2
2631,6f8Z5hf3WFDKHWh2MgfeMR,Cam'Ron,,,,,26.0,1761.0,16.0,,2
2632,2XnnxQzxFZG8qEPjakokPM,Obie Trice,detroit hip hop,gangster rap,hardcore hip hop,hip hop,61.0,842196.0,9.0,,2
2633,2Elu7ij3dFUTOtct9dJXET,Diamond,,,,,22.0,58.0,2.0,,8
2634,63txTraopbR00KYo7mYOOj,The Scene,belgian rock,classic belgian pop,dutch rock,nederpop,40.0,21527.0,0.0,,4
2635,3kDgt4vVKGTLmtC3FkOwWF,DJ DOC,classic k-pop,k-rap,,,28.0,18936.0,18.0,,1
2636,0QHgL1lAIqAw0HtD7YldmP,DJ Khaled,hip hop,miami hip hop,pop,pop rap,82.0,8366178.0,17.0,,2
2637,3TVXtAsR1Inumwj472S9r4,Drake,canadian hip hop,canadian pop,hip hop,rap,95.0,67088868.0,19.0,,2
2638,1kcYSWblYWOOMVOPNgbMYI,Drunken Tiger,k-rap,korean old school hip hop,,,38.0,46068.0,17.0,,1
2639,0bfX8pF8kuHNCs57Ms4jZb,Roscoe Dash,atl hip hop,dirty south rap,futuristic swag,pop rap,60.0,227936.0,12.0,,2
2640,2mV8aJphiSHYJf43DxL7Gt,Chromeo,alternative dance,dance rock,electropop,filter house,54.0,365972.0,4.0,,7
2641,6SsTlCsuCYleNza6xGwynu,Agnes,dance pop,electropop,europop,swedish electropop,56.0,118115.0,10.0,,13
2642,6Sb8EHpZvyjSTT5KD9DjUZ,Ronnie Milsap,classic country pop,country,country rock,nashville sound,54.0,348888.0,11.0,,19
2643,1hCkSJcXREhrodeIHQdav8,Ramin Djawadi,german soundtrack,orchestral soundtrack,scorecore,soundtrack,68.0,531463.0,17.0,,8
2644,2IvkS5MXK0vPGnwyJsrEyV,Eric Church,contemporary country,country,country road,,71.0,3521400.0,14.0,,19
2645,3jc496ljiyrS3ECrD7QiqL,Gipsy Kings,flamenco,rumba,world,,65.0,706063.0,9.0,,8
2646,2M4eNCvV3CJUswavkhAQg2,James Newton Howard,orchestral soundtrack,soundtrack,,,61.0,291919.0,15.0,,8
2647,2yDK2B2L4y1Dp0uPeDkjrK,Thái Ngọc Bích,,,,,0.0,3.0,0.0,Pop 2000,3
2648,079svMEXkbT5nGU2kfoqO2,God Is An Astronaut,cosmic post-rock,instrumental post-rock,post-rock,,43.0,242247.0,4.0,,8
2649,2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,bow pop,compositional ambient,neo-classical,,77.0,2724346.0,12.0,,8
2650,6NOvBZrkd83MSD51xkq4on,Elephant Man,dancehall,jamaican dancehall,old school dancehall,reggae fusion,52.0,320491.0,9.0,,40
2651,3NdOtTPPaXrCyC7Lpmzyhv,Tablo,k-pop,k-rap,korean r&b,,46.0,213572.0,18.0,,1
2652,5PekFhkqiljmAn0XKX5HFs,Soulstar,,,,,25.0,483.0,11.0,,1
2653,6m14xgA0m3w92UM7ujJgky,UVERworld,anime,j-pop,j-poprock,,60.0,1030082.0,19.0,,12
2654,2XMxHczWkSzDDFhiC3zt8k,Marié Digby,lilith,neo mellow,,,43.0,70764.0,15.0,,6
2655,4vMoealzfru4Q1WOmi0aVs,E Z Hyoung,,,,,7.0,288.0,12.0,,1
2656,5YjEVrNMrIRw2xGbjTN6Ti,Mylo,alternative dance,disco house,vocal house,,49.0,42781.0,6.0,,9
2657,5jQa0f5MIMPEK7udL7UpI6,PornoGraffitti,j-pop,j-poprock,j-rock,,57.0,670986.0,15.0,,12
2658,2AyMC7HowLT6ULLdKwJSZ2,Kokayi,,,,,22.0,1083.0,4.0,,2
2659,04xEkodoWyFji8icX911jM,Miso,chill r&b,korean electropop,korean r&b,,49.0,69148.0,17.0,,1
2660,4FZ3j1oH43e7cukCALsCwf,Jack White,alternative rock,blues rock,garage rock,garage rock revival,60.0,1263697.0,9.0,,7
2661,1DKDwrn0ynnraN8aXVhsMI,Miru,,,,,13.0,173.0,3.0,,1
2662,2KnTQRef7hcVlK7vO9wPzI,Home Made Kazoku,j-poprock,,,,43.0,98010.0,14.0,,12
2663,5y6Dd6UNUjHLSo4RMKuHq8,Immi,,,,,5.0,986.0,4.0,,12
2664,0jOi36eIKoC1dS3Fal9WOl,Miss S,kizomba,,,,9.0,309.0,15.0,,1
2665,4hKkEHkaqCsyxNxXEsszVH,John Travolta,hollywood,,,,66.0,95969.0,11.0,,18
2667,7LnaAXbDVIL75IVPnndf7w,Jamie Foxx,contemporary r&b,hip hop,hip pop,neo soul,68.0,1012273.0,14.0,,6
2668,4am1I89OWXUzFh4ctRLkdd,Elliott Yamin,,,,,44.0,111700.0,15.0,,6
2669,51Ynjynt1xi7KBXCXHNdyN,Nâdiya,francoton,french pop,,,40.0,74392.0,6.0,,17
2670,62gL3RAdJAPUmjrYudnVjy,Holly Brook,acoustic pop,lilith,,,45.0,15958.0,7.0,,6
2671,5ypxebeHEIXjMtJb17uJlI,Jet,alternative rock,modern rock,rock,,61.0,512520.0,8.0,,7
2672,2hZ6jVi1cao5VlJHAEPzU7,GLC,chicago rap,,,,53.0,3710.0,10.0,,2
2673,2sGGaKKex7GgNlH1DRXZSa,Inez,,,,,49.0,58526.0,4.0,,33
2674,1AjM6SpMwmX6LeR5yZjleB,Karma,kaseko,,,,24.0,1393.0,2.0,,0
2675,1zV9UjTUevjp5VUddqIUUn,Mr Hudson,,,,,56.0,24427.0,9.0,,2
2676,7Js6Lde8thlIHXggv2SCBz,Europe,album rock,glam metal,hard rock,rock,64.0,1256007.0,16.0,,4
2677,7DeuppKQdCVhuWrzzCBBpc,Hiromi,japanese jazz,japanese jazz fusion,jazz,jazz fusion,41.0,192129.0,6.0,,5
2678,05RZIdfz59ZW2FvFuwnmNK,K-Ci & JoJo,contemporary r&b,dance pop,hip pop,quiet storm,60.0,1403240.0,14.0,,6
2679,4tRSX1e4hJYjMNdl1TkINg,Schiller,german techno,,,,47.0,114951.0,4.0,,9
2680,5qr6sFl76IhWmUkBT80DO5,Saigon,,,,,0.0,2.0,1.0,,2
2681,7MNTRRkNNnPM4y7OcPzie7,Ha Okio,rock viet,vietnamese hip hop,,,10.0,1079.0,20.0,,3
2682,4nvFFLtv7ZqoTr83387uK4,Dynamicduo,k-rap,korean pop,korean r&b,,44.0,142322.0,18.0,,1
2684,3kHVioJpVxlazAAKQ64pC1,Yuna,malaysian pop,,,,57.0,415148.0,13.0,,2
2685,3D73KNJRMbV45N59E8IN0F,Mika Nakashima,j-pop,,,,52.0,660609.0,12.0,,12
2686,27WDr8Ky1j0LtgY82Ttk5S,Ivana Wong,c-pop,cantopop,chinese audiophile,,40.0,67477.0,2.0,,21
2687,1uQWmt1OhuHGRKmZ2ZcL6p,Explosions In The Sky,american post-rock,cinematic post-rock,instrumental post-rock,melancholia,51.0,592354.0,5.0,,8
2688,0CvWmx0ZwvjimskCJvUjXb,SIAM SHADE,j-rock,,,,38.0,27287.0,2.0,,12
2689,6dJeKm76NjfXBNTpHmOhfO,Selena Gomez & The Scene,dance pop,pop,post-teen pop,,67.0,7855552.0,17.0,,6
2690,0p3mA69DzOxmoIbY2mqjc4,Scar,,,,,7.0,460.0,13.0,,2
2691,0T9N8r2iDnG8oPDsAHzD75,Kim Bo Kyung,,,,,28.0,4696.0,17.0,,1
2692,6XNNAZyTxhw3IRa0xyRBeo,Man,german rock,progressive rock,psychedelic rock,,19.0,9407.0,3.0,,4
2693,2gC7YeoTnmcsW2BMWn2gYG,Len,,,,,0.0,1.0,0.0,,4
2694,1KC2aHmLzvFyrnunkOpI30,Trà Ngọc Hằng,,,,,0.0,15.0,0.0,,10
2695,5OrB6Jhhrl9y2PK0pSV4VP,Young Money,dance pop,dirty south rap,gangster rap,hip hop,63.0,2612824.0,17.0,,2
2696,2AEEnr6Le5zHzBwpnlZSmq,Emma Bunton,australian pop,bubblegum dance,dance pop,europop,45.0,174190.0,9.0,,6
2697,0v2Y5jwtcv8LiWNTRls1KM,Ester Dean,,,,,52.0,51515.0,13.0,,18
2698,68vPeaQOlnY1aA3iBKCEpG,HIGH and MIGHTY COLOR,j-metal,j-poprock,okinawan pop,visual kei,37.0,40159.0,17.0,,12
2699,5yCd7bxcAc3MdQ1h54ESsD,Houston,pop rap,,,,44.0,9458.0,13.0,,2
2700,2M4Yt7oKGoYd0wqU44k4i2,Travis Tritt,contemporary country,country,country road,country rock,64.0,1165392.0,11.0,,19
2701,4Ti0EKl2PVEms2NRMVGqNe,Don Williams,country,country rock,,,58.0,579410.0,15.0,,19
2702,4lo5NWJ3TMCo1MfbE5oTl6,DJ Project,,,,,30.0,325.0,8.0,,39
2703,0gos4GVpI0PzhyrWhsc7nj,PEPPERTONES,k-indie,k-rock,,,29.0,20507.0,11.0,,1
2704,5M8AXrOifBT8elkLKbGPQZ,Superfly,j-pop,j-poprock,j-rock,,54.0,1280688.0,13.0,,12
2705,0kw2fqSV95S0vt7nT2yidC,Naru,,,,,6.0,146.0,11.0,,1
2706,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,hip hop,pop rap,rap,southern hip hop,73.0,2556136.0,16.0,,2
2707,3j0tgDoVi6KJr46N9NOh7w,Chris Martin,,,,,17.0,27.0,14.0,,4
2708,6ML3nrYx5Mu1wcXP8SmtG2,the brilliant green,j-pop,j-poprock,j-rock,,41.0,144481.0,10.0,,12
2709,3whuHq0yGx60atvA2RCVRW,Olly Murs,dance pop,neo mellow,pop,pop dance,65.0,3241434.0,20.0,,6
2710,6oBm8HB0yfrIc9IHbxs6in,Lykke Li,art pop,electropop,pop,swedish electropop,68.0,1700514.0,15.0,,7
2711,5D1g6LDYxTU0pSVX8Vtm1h,Lee Ji Soo,korean instrumental,,,,22.0,3917.0,20.0,,1
2712,0dyJmRgb1c6Q8FiODm8KAb,K-otic,,,,,23.0,2837.0,2.0,,6
2713,2u0gw0uCWBMiqV7h0N8kai,Wet Wet Wet,boy band,dance pop,europop,mellow gold,57.0,418772.0,13.0,,4
2714,6vJEQqtEx2VB8clDzhyhvC,GARNET CROW,j-poprock,,,,39.0,20471.0,5.0,,12
2715,49iKbKGqgn8OESkW5WduX0,Peabo Bryson,adult standards,quiet storm,soft rock,urban contemporary,59.0,434288.0,15.0,,4
2716,3J9tQvcK0bY3CcVcgRELxH,Regina Belle,contemporary r&b,quiet storm,urban contemporary,,49.0,341178.0,11.0,,6
2717,769D3IwCDrdPospAd3Hlpi,Naturally 7,a cappella,,,,35.0,23850.0,1.0,,13
2718,2EvbFiMccizWo76HwbEaJX,Stevie Hoang,hmong pop,,,,43.0,76142.0,10.0,,6
2719,4OXdfR1Hk5HzOyLWcEm87J,Hai Bang,v-pop,,,,19.0,2534.0,18.0,Pop sến loại 2,3
2720,3L2SIGZah4QZSvN4wC8rHl,City Spud,,,,,58.0,1263.0,1.0,,2
2721,07W0YfsvHM7Mw7Bq48Mb0A,Murphy Lee,dirty south rap,pop rap,southern hip hop,st louis rap,55.0,173433.0,14.0,,2
2722,0RLe3YEakXpt0FEXyFtwgN,Epitone Project,korean pop,,,,38.0,25039.0,18.0,,1
2723,0H0yrKDty3I7pPrNUSH3wW,Ruben Studdard,contemporary r&b,gospel r&b,neo soul,quiet storm,45.0,149596.0,8.0,,6
2724,7AWtkwVftjGXkoCIEvI7fW,Edoardo Bennato,canzone d'autore,classic italian pop,italian adult pop,,52.0,256786.0,8.0,,23
2725,0h0p7RkMjCUMdcf0nXmHjX,Gianna Nannini,classic italian pop,italian adult pop,,,54.0,500226.0,8.0,,23
2726,5CqspQzHCPrCvppROkb7c8,Phong Lê,,,,,4.0,133.0,18.0,,10
2727,1qbbu98qe8ExHsjdBpJZNJ,Defconn,korean old school hip hop,,,,10.0,2005.0,16.0,,1
2728,2KUMXzsDcJqXZW0CRh07zP,Uyên Linh,v-pop,,,,39.0,162827.0,20.0,Pop Mainstream Vocal,3
2729,63SNH9m8M034lCGELVC1dm,Văn Mai Hương,v-pop,,,,48.0,264406.0,20.0,Pop Mainstream Vocal,3
2730,05QxIXCqguwj9qHKga14ib,Trung Quân Idol,,,,,0.0,78.0,0.0,Pop Mainstream Vocal,3
2731,5fa13NJjmn2uQ3dxZDi2Ge,Bich Phuong,v-pop,,,,45.0,1148054.0,19.0,V-pop Mainstream,3
2732,4T1owTicWoj94RqJgQ3HTh,Lều Phương Anh,,,,,10.0,258.0,16.0,Pop Ballad Flop,10
2733,0FGIOjX91Nnaq4ENBkXBxH,Phương Anh Idol,,,,,5.0,74.0,12.0,Pop Mainstream Vocal,3
2734,6Vh6UDWfu9PUSXSzAaB3CW,Example,hip house,house,pop dance,tropical house,59.0,303829.0,14.0,,30
2735,2Jwr7hGoSNK3S3QBxh3T0z,Freeway,battle rap,gangster rap,hardcore hip hop,hip hop,52.0,250246.0,14.0,,2
2736,4ZkANOMMrOlj63PVZszKme,YOARI,,,,,26.0,3025.0,17.0,,1
2737,4m5bANP6wwn3O6xmjYxhTm,Mitch Crown,,,,,45.0,1821.0,2.0,,39
2738,54242eeEXvHP9DValyAXtZ,Fresh Boyz,,,,,1.0,686.0,1.0,,15
2739,3iOvXCl6edW5Um0fXEBRXy,The xx,downtempo,dream pop,indietronica,,65.0,3816090.0,7.0,,7
2740,4v4qHupYi7eRJfkniHrp4Z,Young Guns,british alternative rock,modern alternative rock,,,39.0,92219.0,4.0,,14
2741,2iyg4b2Sexld2VBGecqLCo,Phạm Anh Khoa,,,,,0.0,2.0,0.0,,3
2742,5czW6bitDSKbNBNDizRT9p,Marty Friedman,instrumental rock,neo classical metal,shred,,40.0,106866.0,6.0,,14
2743,2tOwqfTtAMswbLySSaTRYR,Hanako Oku,japanese singer-songwriter,,,,38.0,47859.0,9.0,,12
2744,5XJiplMBIs5bkRy3Spyrgl,Boni,bulgarian pop,chalga,,,25.0,11350.0,4.0,,47
2745,4mbvd7ZJ2goftjy1L33LiB,John Park,korean pop,,,,44.0,80383.0,19.0,,1
2746,4D75GcNG95ebPtNvoNVXhz,Afrojack,big room,dance pop,dutch house,edm,72.0,3897169.0,18.0,,0
2747,3q7isf09BuwXLyR2khBs60,Khia,hip pop,trap queen,,,47.0,196076.0,13.0,,6
2748,0UxCpjmjcmJUWcRGmd8BZk,Mellow,,,,,27.0,99.0,0.0,,1
2749,0yNSzH5nZmHzeE2xn6Xshb,Calle 13,latin afrobeat,latin alternative,latin hip hop,puerto rican rock,69.0,2750613.0,8.0,,11
2750,6VX2R9L0O0d6qPvqGuIH7b,September,dance pop,electropop,eurodance,europop,54.0,112261.0,12.0,,13
2751,37ZvFp654tY74Z1D2TLOGR,Trombone Shorty,funk,jazz trombone,modern funk,new orleans funk,47.0,162176.0,5.0,,5
2752,6uejjWIOshliv2Ho0OJAQN,Devin Townsend,canadian metal,progressive metal,vancouver metal,,46.0,183464.0,10.0,,14
2753,1h6Cn3P4NGzXbaXidqURXs,Swedish House Mafia,edm,electro house,pop,pop dance,76.0,3599976.0,15.0,,0
2754,0nYStwwY321ISCu6BGJq98,Nabiha,danish pop,,,,35.0,37928.0,8.0,,24
2755,2x8KDZdSONA3872CnhaAlX,Styles P,battle rap,boom bap,east coast hip hop,gangster rap,61.0,607789.0,16.0,,2
2756,3BNDjSD67jJE4fhxX1b2OV,GALNERYUS,j-metal,japanese power metal,neo classical metal,power metal,47.0,85031.0,5.0,,14
2757,1o07OHhTKZjpy6j0FbaCJU,Nhã Ca,,,,,1.0,12.0,0.0,,10
2758,2C7gVRsvjuQbX9S5VtnVj9,Hòa T. Trần,,,,,0.0,55.0,18.0,,10
2759,5oHVQyBid6mE9cZ1v9xhWA,Tang Nhat Tue,,,,,1.0,315.0,14.0,Pop sến loại 1,3
2760,6VFwS3BxtTbQvZYocWf3dl,Minh Cảnh,,,,,9.0,1183.0,8.0,,10
2762,1CcwTRnTOk1hJnggIic2hl,Vũ Linh,,,,,7.0,914.0,10.0,,10
2763,6aZes7BZyrf2ncwAmdqm7N,Thoại Mỹ,,,,,1.0,105.0,0.0,,10
2764,6om12Ev5ppgoMy3OYSoech,Halestorm,alternative metal,nu metal,post-grunge,,63.0,1260962.0,6.0,,14
2765,34dZRjYum6vVBGslgYaBtB,Vika Jigulina,moldovan pop,,,,63.0,10959.0,8.0,,0
2766,6XwwFnewNgWp81MYMK8zLq,Edward Maya,dance pop,romanian house,romanian pop,,64.0,200444.0,7.0,,0
