st_id,duplicates,st_name,st_genre1,st_genre2,st_genre3,st_genre4,popularity,followers,related_found,degree,in_degree,out_degree,level_popularity,community,artist_group,group,count
6fllSzvyC7OruOFZisOELq,1.0,Ian Storm,dutch edm,,,,58.0,42324.0,7.0,33,12,21,24.0,0,,,330.0
5AWgF8Ghqm94WZ4GxCt8K5,1.0,Dimash Qudaibergen,operatic pop,,,,53.0,235699.0,9.0,13,4,9,24.0,13,,,21.0
5TdUZkpbYaOWn9ec5mWzAm,1.0,Jacala,,,,,46.0,605.0,2.0,5,3,2,24.0,0,,,1.0
26yFzc3IPtJB96UaRcnvkL,1.0,Marvin Cruz,,,,,38.0,1066.0,2.0,2,0,2,16.0,9,,,29.0
5zvuXUYTvZczhbPG9HZRYI,1.0,Sino Msolo,south african house,,,,50.0,32401.0,6.0,8,2,6,24.0,41,,,1.0
3n4PootMSIDqpViSB9SA1D,1.0,Rio Branco,bossa nova cover,,,,55.0,2027.0,4.0,11,5,6,24.0,35,,,465.0
4bUkC2pVAl1Hk0uXok7W1t,1.0,Vaiko Eplik,estonian indie,estonian pop,,,28.0,6416.0,0.0,4,4,0,16.0,8,,,5.0
6HyZoYVf8K9abFPxwhJcbK,1.0,Good Morning Everyone,bandung indie,indonesian pop punk,semarang indie,,39.0,26688.0,1.0,1,0,1,16.0,28,,,1.0
6HaRFcGE0OIbGpWbfyPVD0,1.0,ACV,,,,,40.0,674.0,16.0,357,314,43,24.0,1,,,24601880.0
42m8eNKUwiMldH3GFcKMNi,1.0,Los Olimareños,canto popular uruguayo,folklore argentino,folklore uruguayo,musica popular uruguaya,36.0,42080.0,1.0,2,1,1,16.0,9,,,1.0
0NJ6wlOAsAJ1PN4VRdTPKA,1.0,Wardruna,medieval folk,nordic folk,rune folk,viking folk,56.0,531925.0,2.0,5,3,2,24.0,14,,,1.0
2nR9FjLTz90sFqGrhYdzXE,1.0,T-Classic,nigerian pop,,,,31.0,86235.0,1.0,1,0,1,16.0,24,,,2.0
7q2059FlMO4oJKF7Qy8hUc,1.0,Jun Fan Gung Foo,indonesian ska,,,,10.0,662.0,2.0,2,0,2,8.0,28,,,1.0
59aTERbB57IAL8AZ42lHNs,1.0,GBF King,alabama rap,,,,37.0,4183.0,3.0,26,12,14,16.0,6,,,79.0
3D0P52LtleMAK6BlV94ZM2,3.0,Mose,,,,,26.0,281.0,15.0,16,1,15,16.0,2,,,5.0
7LxhgihMNsyGll5ifFvhpw,1.0,Danh Vũ Linh,,,,,0.0,9.0,0.0,79,44,35,8.0,1,,,137121.0
3HRG5OLEQQCf2IllFCnmpa,2.0,Error,,,,,3.0,703.0,1.0,1,0,1,8.0,16,,,1.0
0s6lE2jjOn56dMsSeQodsZ,1.0,Kenneth & The Knutters,classic swedish pop,dansband,danspunk,,41.0,22958.0,4.0,12,8,4,24.0,16,,,1.0
2WjMknfXoWEZL4X5QbGd3z,1.0,Perikles,classic swedish pop,dansband,danspunk,skansk musik,43.0,18883.0,5.0,15,10,5,24.0,16,,,3.0
0swWCPlp1ot1VGRcQOfQWA,1.0,Nodsgn,,,,,2.0,156.0,13.0,13,0,13,8.0,2,,,1.0
3fgNuhACRqFcNlEdDM94RW,1.0,Đức Hati,,,,,2.0,3.0,0.0,61,22,39,8.0,1,Pop miền Tây,11.0,9886.0
0ECZ1gcdRnPXN4Bf1P8odD,1.0,Thiago & Graciano,sertanejo pop,,,,40.0,26432.0,1.0,3,2,1,24.0,1,,,5.0
7ij9kMuIvT6LlkD4P0Yt3Z,1.0,GGM BABYGOAT,,,,,8.0,596.0,11.0,17,6,11,8.0,2,,,15.0
58MHWi6hB9U6O2wpRDLDJS,1.0,GGM Pandamontana,,,,,3.0,71.0,8.0,10,2,8,8.0,2,,,1.0
3i03TDwAje0XZQUZEsFFCS,1.0,Htoo,,,,,1.0,30.0,6.0,6,0,6,8.0,47,,,2.0
3O5HD95HTEPgoPFOjAb7yV,1.0,DripReport,viral rap,,,,54.0,98300.0,4.0,12,4,8,24.0,27,,,329.0
31n3CN1jSC5ALUJ9dwT8UI,1.0,Kameron Marlowe,contemporary country,country,country road,,63.0,72142.0,4.0,5,1,4,32.0,23,,,4.0
3lNFpaTQGKtZSWWGiK2TsA,1.0,Xuân Hoà,,,,,5.0,56.0,0.0,68,35,33,8.0,4,,,197379.0
2rqt6lwZEeE6FRJ3wTNd8I,1.0,Tobirush,,,,,1.0,111.0,1.0,1,0,1,8.0,0,,,1.0
4eDF0OakmdyWMmqvNIKSLw,1.0,Ferro,,,,,34.0,611.0,4.0,4,0,4,16.0,9,,,12.0
7bpedePdKO77sA9NGG1R6z,1.0,The Bastard Sons Of Dioniso,,,,,18.0,4180.0,1.0,1,0,1,8.0,25,,,1.0
3jVoRoIq6q8cJcHCIOhQvO,1.0,Leo Rojas,andean flute,native american,,,51.0,127960.0,14.0,14,0,14,24.0,5,,,6387.0
742wJhj5O0JPal4qG8twAX,1.0,Doyi Lee,,,,,8.0,1069.0,14.0,29,8,21,8.0,2,,,5.0
5yE1xvNIbuEB2kkopCuCVY,1.0,PAR SG,vietnamese hip hop,,,,35.0,28982.0,10.0,129,81,48,16.0,10,,,62460.0
5NzTTSQHl8f5u1uKCQ5bfC,1.0,Graziella Schazad,,,,,20.0,1870.0,2.0,2,0,2,16.0,21,,,38.0
7zDl8xqVVU2BC7ZLkLowLt,2.0,Krime,german drill,german hip hop,german underground rap,,39.0,17860.0,4.0,7,3,4,16.0,21,,,4.0
4CTjrUu7zgqHjGDjFKYTAm,1.0,LARI LUKE,,,,,37.0,11650.0,7.0,8,1,7,16.0,21,,,6.0
2MxLlLBnRkdnKET6rQjE9R,1.0,Thiều Thu Sa,,,,,0.0,7.0,0.0,15,5,10,8.0,4,,,11258.0
4AoDXpivAzEPN3vvuR4NB9,1.0,Ben Wright,,,,,31.0,206.0,4.0,5,1,4,16.0,13,,,1.0
5g5s64JRaSF6hzYoep2Hin,1.0,Grease Ensemble (1994),,,,,13.0,648.0,4.0,6,2,4,8.0,13,,,2.0
43BnUJBWDZs1vEHVIStQRR,1.0,Hunter Foster,broadway,hollywood,show tunes,,38.0,2716.0,4.0,23,19,4,16.0,13,,,1.0
46auOkH1pk28rWrSoUNhLo,1.0,Orville Peck,alternative country,queer country,,,58.0,275154.0,3.0,3,0,3,24.0,12,,,5.0
33eLCmRqCRRzcZNeGaf2K5,1.0,Xeeyon,,,,,2.0,81.0,14.0,14,0,14,8.0,2,,,4.0
13C1r67pHZXIokdommj2dF,1.0,Splender,grunge pop,pop rock,,,33.0,23356.0,3.0,8,5,3,16.0,3,,,1.0
4lB8RkQOVFNP2EWfjVT2Yy,1.0,Manus Lunny,,,,,7.0,123.0,12.0,12,0,12,8.0,5,,,7.0
7jNnsP2YRjTQ6ThfWd2p7c,1.0,sub7even,,,,,21.0,2280.0,3.0,4,1,3,16.0,21,,,3.0
5y53MK418Qo9tGpSGifNVv,1.0,Ann Morrison,,,,,13.0,123.0,2.0,2,0,2,8.0,13,,,1.0
67LQSGOMFR4dBZkAEFBNR3,1.0,Phạm Sắc Lệnh,,,,,0.0,3.0,0.0,92,53,39,8.0,1,Pop sến loại 2,0.0,689075.0
3sJBf8JZoagvTbWCXIJRQH,1.0,Mai Tiger,,,,,6.0,39.0,0.0,86,48,38,8.0,1,Pop sến loại 2,0.0,126083.0
35jsvUlsZ3Oc0YJZcCB6pB,1.0,Jayme Marques,,,,,6.0,503.0,3.0,3,0,3,8.0,34,,,8.0
6htvT7X1lqrkKpfp0Rv13X,1.0,Anonymouz,,,,,28.0,5545.0,5.0,5,0,5,16.0,11,,,3.0
601bmA9VRZnMVclsxG7W6T,1.0,M24,uk drill,uk hip hop,,,59.0,128731.0,6.0,9,3,6,24.0,24,,,28.0
2JtnUZejA6jFRZZuqmlJzs,1.0,Andreas Vey,,,,,33.0,846.0,3.0,4,1,3,16.0,26,,,1.0
5fO16dsHVrojWL2mPzcdpq,1.0,KÖK$VL,new school turkce rap,turkce trap metal,turkish hip hop,turkish trap,48.0,67668.0,8.0,14,6,8,24.0,45,,,1.0
4F8O7axjzw3z0xVPRG8JFS,1.0,DJ Mitsu The Beats,ambeat,chillhop,,,41.0,29785.0,1.0,10,9,1,24.0,6,,,1.0
2hR4h1Cao2ueuI7Cx9c7V8,1.0,Cavetown,bedroom pop,indie pop,,,74.0,3405972.0,4.0,11,7,4,32.0,0,,,44.0
3AGYevFLXCIrY67MwyAjW2,1.0,Salasnich,,,,,34.0,634.0,9.0,9,0,9,16.0,0,,,3.0
21HMWviztlB3LNqP0nE4nu,1.0,Festy Wxs,,,,,4.0,76.0,7.0,8,1,7,8.0,2,,,12.0
09W1Zh2IfOs6YYEiKgYY1K,1.0,LIL MORTY,russian drain,russian hip hop,ukrainian hip hop,,53.0,174860.0,1.0,2,1,1,24.0,62,,,4.0
4Abe9XH0fplj8dbOddoYgH,2.0,yaeow,lo-fi chill,sad lo-fi,sad rap,,60.0,85635.0,10.0,21,7,14,32.0,19,,,2771.0
0hhGFNFQrdE34ZYR1CaBYN,1.0,JVCK JAMES,alternative r&b,chill r&b,indie r&b,pop r&b,51.0,37271.0,9.0,51,32,19,24.0,0,,,94.0
7cEaNXXTHx3LokbjUUyHal,1.0,BIG Naughty,,,,,59.0,171121.0,18.0,78,34,44,24.0,2,,,9748.0
6CC0Rj30WieBrLs5fmlSrK,1.0,Lil 9ap,korean underground rap,,,,5.0,329.0,8.0,8,0,8,8.0,2,,,1.0
0AIfzzVXSeTiPIXNOiuTlD,1.0,TheoFuego,finnish drill,finnish trap,,,35.0,1644.0,3.0,3,0,3,16.0,51,,,1.0
1OB278sOZVSFx5vXqYha83,1.0,J. Rey Soul,,,,,54.0,5767.0,7.0,54,21,33,24.0,9,,,1195.0
2WxjxdeF7GGdcCK276qViY,1.0,Natalie Taylor,,,,,59.0,142075.0,12.0,39,6,33,24.0,0,,,1092.0
3mAay4lwZOLZMoTEYHcPCY,1.0,Sinike,,,,,12.0,33.0,0.0,65,31,34,8.0,1,,,72222.0
3gg70JN79TXhAqklizHOva,1.0,lobonabeat!,k-rap,korean underground rap,,,32.0,2190.0,13.0,69,56,13,16.0,2,,,36.0
1YdXlK5f1tOeFoNAqiyKbV,1.0,furyfromguxxi,korean underground rap,,,,19.0,159.0,10.0,10,0,10,8.0,2,,,1.0
5Vr2AKX7BHkLTslxmuSMF7,1.0,Roy Borland,,,,,42.0,14926.0,2.0,4,2,2,24.0,29,,,9.0
2k7bz3jFbZ1hp8B2CbeMh1,1.0,Brawl Bro,,,,,37.0,27698.0,0.0,2,2,0,16.0,0,,,15.0
5i4Esojuo3la7x4CpMn6vW,1.0,Ý Tiên,,,,,28.0,88.0,0.0,67,28,39,16.0,1,,,22335.0
6KjFHxl9UHvethAWtA50eN,1.0,JIREN K,vietnamese melodic rap,,,,0.0,4.0,0.0,93,59,34,8.0,1,,,27227.0
50OfeNlZcOMffMzBpfDCTL,1.0,LT Midside,,,,,27.0,18.0,0.0,28,8,20,16.0,10,,,24.0
0eHwH1Ze2lRt6KOGw1T3rq,1.0,FARR,,,,,53.0,19085.0,3.0,3,0,3,24.0,0,,,1.0
7Ez6lTtSMjMf2YSYpukP1I,1.0,Dasha,alt z,,,,36.0,27433.0,1.0,6,5,1,16.0,23,,,15.0
4HAfqyKr4Sqtab6ttHWXgE,1.0,MASN,emo rap,lo-fi chill,pop rap,sad lo-fi,60.0,94208.0,8.0,16,8,8,32.0,19,,,67.0
3hpO12XzqfVzuPURqAdDxL,1.0,Ngô Minh,,,,,0.0,1.0,0.0,45,11,34,8.0,1,Pop sến loại 2,0.0,12233.0
3yzRiNMZdTsSUgplcyYZ4i,1.0,Blanco Brown,black americana,country rap,,,60.0,134304.0,10.0,10,0,10,32.0,23,,,3.0
4DMkrFIqGXLycc4YLYTn1i,1.0,Tiagz,ottawa rap,viral rap,,,47.0,133533.0,10.0,13,3,10,24.0,19,,,91.0
7mOyWTCY2u99NpldBHq2Vr,1.0,C.G.R Band,,,,,1.0,48.0,11.0,82,40,42,8.0,10,Pop miền Tây,11.0,51569.0
6FkhUhUwSPl3mGB6mmE8wn,1.0,CRAVITY,k-pop,,,,47.0,425446.0,17.0,43,20,23,24.0,2,,,2439.0
6xi76aKxWa3NxZYf4aF1kp,1.0,CB,,,,,0.0,3.0,0.0,41,10,31,8.0,1,,,6604.0
7zeb4BEgpeNz3jy4AOz7HK,1.0,Bùi Hoàng Yến,,,,,2.0,5.0,0.0,57,18,39,8.0,1,Pop sến loại 2,0.0,12422.0
3Hxx9myDwtIAwtR21NXedP,3.0,Chí Thành Danh,,,,,13.0,109.0,7.0,61,19,42,8.0,1,Pop 2000 sến,3.0,69637.0
0T8DkuhhFhdWAMN0bdeLL7,1.0,Lil Zpoet,viet lo-fi,,,,32.0,9847.0,12.0,187,134,53,16.0,1,Indie Ballad,13.0,1336596.0
2sM7GaAcirJ84i10G8ACa2,1.0,Chế Minh,,,,,0.0,5.0,0.0,32,11,21,8.0,4,,,14314.0
71Cy7nzbfpuGJAS5FGxm93,1.0,Khoi Vu,vietnamese hip hop,,,,40.0,20025.0,13.0,109,57,52,24.0,1,Indie Ballad,13.0,179950.0
183gGYMMBJVdNRVAxHzxn7,1.0,Yuji Toriyama,anime score,classic city pop,japanese jazz,japanese jazz fusion,23.0,3186.0,3.0,5,2,3,16.0,7,,,2.0
1X4K9zAFaU3PfJ8wUFdWQO,1.0,Note Marcato,,,,,26.0,1955.0,1.0,1,0,1,16.0,19,,,1.0
3GxKJzJK4LpsYGXQrw77wz,1.0,Mimi Webb,alt z,dance pop,gen z singer-songwriter,pop,65.0,244086.0,13.0,73,35,38,32.0,0,,,2802.0
6egY1uh8HjHy6TrD0qmQNN,1.0,Myztro,amapiano,,,,42.0,12749.0,4.0,6,2,4,24.0,41,,,1.0
4TeKBLCqmYXzvcgYX4t4YA,1.0,Petey,,,,,44.0,34072.0,3.0,3,0,3,24.0,12,,,50.0
4q13BD2lo1MZv5igQw2Ff9,1.0,Seques,,,,,0.0,2.0,0.0,60,20,40,8.0,0,,,4635.0
0oW137oXCLwA5b4uYRxvIn,1.0,Daliwonga,afro soul,,,,51.0,406888.0,5.0,7,2,5,24.0,41,,,2.0
2oIQCM7hRZI9tS5b9S8rj4,2.0,Tyler ICU,amapiano,,,,46.0,82185.0,4.0,13,9,4,24.0,41,,,4.0
6xcF2N2Z4NFVEkLCZluCLC,1.0,Bontle Smith,,,,,34.0,1310.0,1.0,1,0,1,16.0,41,,,1.0
4Ijr6oNjLibby38inghdKO,1.0,Visca,,,,,39.0,23534.0,4.0,18,14,4,16.0,41,,,1.0
74hWCQKUfHwDmUPFLCvKKm,1.0,Gus Till,psychill,psydub,,,7.0,891.0,3.0,3,0,3,8.0,5,,,1.0
0f2YkMXwFNJNSX7MymevKE,1.0,Kaash Paige,r&b,,,,62.0,274463.0,10.0,17,7,10,32.0,0,,,152.0
687cZJR45JO7jhk1LHIbgq,1.0,Tems,afro r&b,alte,nigerian pop,r&b,77.0,759225.0,9.0,83,44,39,32.0,0,,,3867.0
6j2mAzLfu9ZMjd4rwCRjjn,1.0,Souli,,,,,9.0,988.0,4.0,4,0,4,8.0,18,,,1.0
0AMYyPxXhg0YdrIrLaWD31,1.0,Dan Rivera,,,,,30.0,608.0,1.0,1,0,1,16.0,14,,,1.0
3YRGcoHMIvWleQfa0qa1D1,1.0,Ourealgoat,k-rap,korean underground rap,,,38.0,9277.0,15.0,56,41,15,16.0,2,,,67.0
6bGOmNBU1AOgttgOjh0ldf,1.0,Ati242,turkish hip hop,turkish trap pop,,,63.0,312004.0,6.0,6,0,6,32.0,45,,,35.0
1XLWox9w1Yvbodui0SRhUQ,1.0,StaySolidRocky,melodic rap,viral rap,,,60.0,160046.0,4.0,8,3,5,32.0,19,,,216.0
20qBalVGALu6sj3UseuAcr,1.0,MOTIP,,,,,6.0,1213.0,7.0,7,0,7,8.0,2,,,7.0
7bWZkUZ5drGDoGAFhGoYGE,2.0,Mula,dominican indie,latintronica,,,40.0,16180.0,0.0,2,2,0,24.0,0,,,1.0
2PaZWGu5T5nHjY2xxAkFsT,1.0,THE SCOTTS,,,,,59.0,181708.0,3.0,4,1,3,24.0,0,,,89.0
7lKQtm4sJL5NLREKDXziH3,1.0,The Wonders,beatlesque,,,,40.0,5418.0,8.0,9,1,8,24.0,3,,,1.0
7a9gjtMIZFHN1NB1Dndyed,1.0,Command Sisters,,,,,29.0,1551.0,2.0,2,0,2,16.0,0,,,58.0
2NM1t8dMvgeu9Lfl06574g,1.0,Mishaal,lo-fi chill,sad lo-fi,sad rap,,58.0,38932.0,3.0,4,1,3,24.0,19,,,168.0
26WQg9AL1aGOpFLbPU8bX8,1.0,Larry Braggs,,,,,6.0,448.0,2.0,2,0,2,8.0,3,,,1.0
6b0lhF7LFkswglHvqfBGdM,3.0,Monkey,,,,,28.0,2700.0,2.0,2,0,2,16.0,12,,,1.0
2efiY9RRTfchAvXGHkVzMv,1.0,Sabo,moombahton,,,,32.0,921.0,5.0,5,0,5,16.0,16,,,51.0
01TdF2ZEvA91OvXXuJfQfQ,1.0,Joe Layne,,,,,37.0,4633.0,14.0,16,2,14,16.0,2,,,90.0
1838KFlgy3zBrQOqiwagod,1.0,Anna Phoebe,neo-classical,spectra,,,36.0,4908.0,1.0,4,3,1,16.0,13,,,9.0
1X6uq7vU2DpIgXsNjpBFsu,1.0,The Eddy,,,,,29.0,7319.0,11.0,11,0,11,16.0,7,,,408.0
5cii6fptrGXyNvaJo6rGGz,1.0,Sumriddhi Shukla,,,,,20.0,70.0,1.0,1,0,1,16.0,13,,,160.0
157Xoz8hEc1Q53jDmE1Btt,1.0,Light Gun Fire,,,,,7.0,684.0,7.0,8,1,7,8.0,0,,,10.0
09agIJMxCD2k87ys9Al0f0,1.0,VIZE,dance pop,edm,german dance,pop dance,69.0,172233.0,6.0,82,36,46,32.0,0,,,4432.0
3cWtiOT7kvkAsISTRp1eK8,1.0,Hannah Jang,,,,,18.0,2053.0,11.0,11,0,11,8.0,2,,,8.0
56mfhUDKa1vec6rSLZV5Eg,1.0,Jawsh 685,nz pop,,,,63.0,107842.0,8.0,102,60,42,32.0,0,,,63876.0
1LWWCHWErOO9KZfcwrmS9D,1.0,Barbra Lica,canadian modern jazz,contemporary vocal jazz,jazz pop,,30.0,5385.0,4.0,4,0,4,16.0,7,,,151.0
41wfSM2L3gl65vjUCVAuJP,1.0,Niya,,,,,32.0,470.0,3.0,90,49,41,16.0,0,,,12740.0
2PeCz2k4MORlxOMjTXFp6o,1.0,Jay Wadley,soundtrack,,,,28.0,1048.0,6.0,20,14,6,16.0,13,,,3.0
5WwVhFK3J7CWQn30hZ8GPb,1.0,Twelve,,,,,49.0,2504.0,6.0,60,36,24,24.0,0,,,404.0
3J7SI1JrZt43ZBlH24IqCK,1.0,Evangelia,greek pop,,,,45.0,12719.0,3.0,4,1,3,24.0,29,,,1.0
5yLiSpA4wPJNf7kYBIZegG,1.0,Philmon Lee,,,,,30.0,3811.0,2.0,2,0,2,16.0,0,,,1.0
7G2l9rVlmp13g0HLHkvc2L,1.0,Can Võ,,,,,4.0,0.0,0.0,5,2,3,8.0,4,,,2637.0
4kZKhAiaD155vll9hoEycu,1.0,ImD,,,,,11.0,100.0,16.0,58,8,50,8.0,1,,,6404.0
7kFRelrojoTz5zxPBnAArZ,2.0,Phú Quí,,,,,16.0,307.0,8.0,57,9,48,8.0,1,,,7029.0
5slpk6nu2IwwKx0EHe3GcL,2.0,Lena,eurovision,german pop,,,59.0,707915.0,11.0,11,0,11,24.0,21,,,332.0
1Wh1ifdqM2IVBPzucBkw9L,1.0,Lost in the desert,,,,,1.0,765.0,2.0,2,0,2,8.0,25,,,1.0
2bYR6To8Z49UmceWctNMIb,2.0,Natty,uk reggae,,,,36.0,26364.0,3.0,5,2,3,16.0,22,,,35.0
1vkWNECsFb2m4IdaQStF8i,1.0,Tiến Nam,,,,,0.0,0.0,0.0,39,8,31,8.0,1,,,4423.0
2aQXubRX812Rj6CUzQ0P0o,1.0,OPlus Band,,,,,14.0,367.0,17.0,22,5,17,8.0,1,,,5.0
4vy6l0BczucI2I2ax6tPhO,1.0,Potty Monkey,,,,,14.0,751.0,9.0,17,8,9,8.0,2,,,1.0
1C9U2fqP6cYCEwb73uv2LS,1.0,Raissa,modern indie pop,,,,28.0,7902.0,0.0,3,3,0,16.0,0,,,1.0
14PMDJ6ZGkzsHqS51zw6cG,1.0,Niklas Blumenthaler,,,,,52.0,1360.0,4.0,9,4,5,24.0,5,,,227.0
1bq8rqNnfrojn0OSAfeNXJ,1.0,Sarcastic Sounds,lo-fi beats,lo-fi chill,sad lo-fi,,65.0,210307.0,3.0,12,7,5,32.0,19,,,656.0
5F4cFdG9NvJMnHXJkmqw9g,1.0,Jomie,lo-fi chill,sad lo-fi,sad rap,,51.0,17415.0,8.0,25,16,9,24.0,19,,,242.0
2UZIAOlrnyZmyzt1nuXr9y,1.0,Nicki Nicole,argentine hip hop,r&b argentino,trap argentino,trap latino,78.0,3285693.0,7.0,15,8,7,32.0,9,,,394.0
29G2YTqyNXysziWEYJMh8K,1.0,Birgir Hákon,icelandic hip hop,icelandic pop,,,26.0,1960.0,2.0,7,5,2,16.0,13,,,1.0
2RXmfgMl9V8akCT4wzTyE9,1.0,Amanda Collis,,,,,44.0,2325.0,0.0,30,11,19,24.0,0,,,432.0
05AFUgRrZ4dpoI1Vkiarii,1.0,Khánh Ân,,,,,7.0,451.0,7.0,79,31,48,8.0,10,,,20275.0
6eRFrSBTRTDCfNs6WqUWGE,1.0,Alex Pizzuti,,,,,33.0,4094.0,10.0,11,1,10,16.0,0,,,30.0
6DSxD5qX4Lda3peqW7hSRp,1.0,Misabae,,,,,2.0,40.0,0.0,86,43,43,8.0,1,Pop miền Tây,11.0,12240.0
5Q0FsNOOOlp4494HepTrHQ,1.0,Nul,,,,,0.0,1.0,0.0,54,19,35,8.0,1,,,7278.0
26a4tbq9f4QZCHArsoQkWn,1.0,My Marianne,,,,,50.0,17745.0,5.0,5,0,5,24.0,0,,,66.0
5psbZA47eQziEQRvpjkqDW,1.0,Alex Dương,v-pop,,,,7.0,2833.0,0.0,45,10,35,8.0,1,,,9840.0
7cvx4BWUCi18EeMxvwc9aA,1.0,JOE CHO,,,,,32.0,4683.0,15.0,16,1,15,16.0,2,,,11.0
64NAUVZSwi0OyF7RnuIMGI,1.0,GLAM GOULD,korean electropop,,,,17.0,2214.0,11.0,12,1,11,8.0,2,,,10.0
1rovmRNUMt6aU7tl8sOImz,1.0,Mandy Grace Capristo,,,,,8.0,155.0,1.0,1,0,1,8.0,3,,,2.0
0UFz5jBFwlNKaq1JwESYnX,1.0,Bayza,melbourne bounce international,,,,32.0,1645.0,3.0,3,0,3,16.0,0,,,9.0
5jd0MgoI9F3hxcQHBPEk6V,1.0,Bossa Bros,bossa nova cover,,,,58.0,5579.0,9.0,12,3,9,24.0,35,,,27.0
5aaeQ8gm4rFaRJFGE42ekF,1.0,Sandzo,german cloud rap,,,,22.0,6049.0,5.0,6,1,5,16.0,21,,,6.0
3i94wxAKQqlJyiPLDmjNdH,1.0,St. Lundi,uk pop,,,,55.0,16657.0,7.0,7,0,7,24.0,0,,,34.0
4BupBPl0N4XHMCteQoRJFb,1.0,REDSQUARE,k-pop girl group,,,,9.0,21474.0,16.0,17,1,16,8.0,2,,,14.0
1gonuHnfKlXH9pcVtVgmrH,2.0,Taz,,,,,15.0,42.0,3.0,3,0,3,8.0,33,,,2.0
1GU4G84DxR5qsQfTWK5IZx,1.0,GGM Lildragon,,,,,5.0,150.0,9.0,11,2,9,8.0,2,,,14.0
620Vx5hEMowoa71wXk4bu1,1.0,northfacegawd,k-rap,korean underground rap,,,31.0,5887.0,13.0,21,8,13,16.0,2,,,7.0
03nmtGWidfNiPfOcQIL5T9,1.0,Jamal-Ski,,,,,6.0,291.0,1.0,1,0,1,8.0,24,,,1.0
7uELj3CTZDGSpqH1TNPIdQ,1.0,Tayo Sound,,,,,44.0,14875.0,5.0,23,11,12,24.0,0,,,45.0
08Rp5g4KBofQXOzGCuy30T,1.0,Avi Angel,,,,,7.0,3053.0,2.0,2,0,2,8.0,0,,,80.0
5ZFUsM4Yl2xx7LQadi7DHl,1.0,Lynn,,,,,12.0,77.0,15.0,88,41,47,8.0,1,,,203964.0
5RS1Cdqgqjl8bUU0K55mCD,1.0,Trần Đình Trọng,,,,,6.0,116.0,18.0,19,1,18,8.0,1,,,28.0
49YbNTLaaAbZHLtDI2aPGL,1.0,Tesher,,,,,61.0,104176.0,3.0,4,1,3,32.0,33,,,59.0
27XvODnKRV3mGBOGOlU3Vx,1.0,Ron C,deep g funk,dirty texas rap,,,11.0,4351.0,2.0,3,1,2,8.0,6,,,1.0
1heTgCxvRC1wZB70JIYWZc,1.0,Hải Nam,,,,,2.0,149.0,0.0,66,24,42,8.0,1,Pop sến loại 2,0.0,58460.0
4meOm0fRIyy8gmJ9QVpGpk,1.0,ASHWARYA,,,,,33.0,6636.0,4.0,5,1,4,16.0,0,,,1.0
7BuZBNitsq4uD9eoQwJPCG,1.0,Kick a Show,japanese r&b,,,,28.0,5131.0,2.0,2,0,2,16.0,11,,,24.0
4yEQYaY1583BU8xppIffdp,1.0,Tennessee Three,,,,,40.0,494.0,1.0,1,0,1,24.0,0,,,2.0
4edKdIf8HrF6ah1OHeP6wK,1.0,Thương Linh,,,,,1.0,237.0,11.0,12,1,11,8.0,4,,,13.0
7J7cXoOrDcrMeozaxsrnkB,1.0,NALI,,,,,20.0,1353.0,2.0,2,0,2,16.0,21,,,39.0
0b3JLcrQH7vMAyGeCb1wz0,1.0,The 199X,,,,,2.0,51.0,0.0,97,56,41,8.0,1,,,281032.0
0BtsP6BGyfHXN01RoAaUTS,1.0,timbert,,,,,40.0,368.0,10.0,15,5,10,24.0,17,,,4.0
3vwC5qKVfZGqWAXzwrqCe0,1.0,MK xyz,,,,,39.0,10978.0,4.0,4,0,4,16.0,0,,,1.0
1aZrHGcyFNnEEE79aRU4jT,1.0,Outflux,,,,,30.0,2224.0,2.0,2,0,2,16.0,38,,,1.0
2dP2cG3zK05Y1jtb8Kwdpm,1.0,Tuimi,vietnamese hip hop,vietnamese melodic rap,,,25.0,2566.0,14.0,38,10,28,16.0,10,Indie sôi động,1.0,919.0
7FRkiYA24RIXPNG3zdzo2l,1.0,Deriansky,,,,,21.0,2535.0,4.0,10,6,4,16.0,25,,,4.0
0aLqxZ1Hht4j1C66IZ57oR,3.0,Memento,italian indie pop,,,,28.0,3779.0,3.0,7,4,3,16.0,25,,,7.0
74GrV01oFcjJdLHCF9MWhr,1.0,VAMERO,,,,,58.0,4553.0,2.0,5,3,2,24.0,0,,,33.0
56TVl2kDEtIzOBRKqPxDee,1.0,Tom Hooker,italian disco,new italo disco,,,31.0,2652.0,2.0,5,3,2,16.0,3,,,38.0
4Hn9egEKCED5koOiO5COcg,1.0,Châu Nhi,,,,,9.0,42.0,15.0,17,0,17,8.0,1,,,475.0
1xTbla5aaPQxFEMr11yxTA,1.0,TEN TONNE SKELETON,,,,,46.0,606.0,4.0,6,2,4,24.0,0,,,6.0
4EEHl1uaKjKWPFIkhE1fRY,1.0,DUBOSS,,,,,41.0,1353.0,10.0,10,0,10,24.0,0,,,56.0
1cdXZUfRhXZ8DnwMV4CcS5,1.0,Sugar Jesus,canadian electronic,,,,44.0,2087.0,3.0,7,4,3,24.0,0,,,1.0
71t5uC7AYxisT7Z55Y2Kqd,1.0,Bklava,ukg revival,,,,45.0,5139.0,1.0,2,1,1,24.0,0,,,1.0
2F7PtF4lRVIufJd6Sjud71,1.0,Marcin,,,,,35.0,44528.0,2.0,2,0,2,16.0,5,,,79.0
